Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
Metropolis,1927,Fritz Lang,"['Gustav Fröhlich', 'Brigitte Helm', 'Alfred Abel', 'Rudolf Klein-Rogge', 'Theodor Loos', 'Fritz Rasp', 'Erwin Biswanger', 'Heinrich George', 'Fritz Alberti', 'Grete Berger', 'Olly Boeheim', 'Heinrich Gotho', 'Gottfried Huppertz', 'Georg John', 'Margarete Lanner', 'Rose Lichtenstein', 'Hanns Leo Reich', 'Arthur Reinhardt', 'Curt Siodmak', 'Henrietta Siodmak', 'Olaf Storm', 'Rolf von Goth', 'Helen von Münchofen', 'Helene Weigel']",4.26,3.5,"['Drama', 'Science Fiction']",149,['Germany'],German,"['German', 'No spoken language']",['UFA'],275276,94382,78013,2800,317,692,481,2384,2686,12393,15042,44032,25997,46293,150317,https://letterboxd.com/film/metropolis/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Kid Brother,1927,Ted Wilde,"['Harold Lloyd', 'Jobyna Ralston', 'Walter James', 'Leo Willis', 'Olin Francis', 'Constantine Romanoff', 'Eddie Boland', 'Frank Lanning', 'Ralph Yearsley']",3.73,nan,"['Western', 'Comedy', 'Family', 'Romance', 'Drama']",82,['USA'],No spoken language,['No spoken language'],['The Harold Lloyd Corporation'],6770,7653,1488,5,7,8,29,90,154,759,1124,1283,383,302,4139,https://letterboxd.com/film/the-kid-brother/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Napoleon,1927,Abel Gance,"['Albert Dieudonné', 'Vladimir Roudenko', 'Edmond van Daële', 'Alexandre Koubitzky', 'Antonin Artaud', 'Abel Gance', 'Gina Manès', 'Suzanne Bianchetti', 'Marguerite Gance', 'Yvette Dieudonné', 'Eugénie Buffet', 'Nicolas Koline', 'Henri Baudin', 'Daniel Buiret', 'Georges Cahuzac', 'Adrien Caillard', 'Roger Blum', 'Max Maxudian', 'Philippe Hériat', 'Pierre Batcheff', 'Acho Chakatouny', 'Annabella', 'Alex Bernard', 'Carrie Carvalho', 'Sylvio Cavicchia', 'Léon Courtois', 'Pierre de Canolle', 'Gilbert Dacheux', 'Damia', 'Pierre Danis', 'W. Percy Day', 'Boris de Fast', 'Guy Favières', 'Serge Freddy-Karl', 'Jean Gaudrey', 'Simone Genevois', 'Georges Hénin', 'Jean Henry', 'Henry Krauss', 'Harry Krimer', 'Georges Lampin', 'Alexandre Mathillon', 'Genica Missirio', 'Francine Mussey', 'Jeanne Pen', 'Roblin', 'Jack Rye', 'Louis Sance', 'Maurice Schutz', 'Andrée Standart', 'Suzy Vernon', 'Petit Vidal', 'Robert Vidalin', 'Louis Vonelly', ""Jean d'Yd"", 'René Jeanne', 'Philippe Rolla']",4.23,nan,"['Drama', 'History', 'War']",425,['France'],No spoken language,['No spoken language'],"['Société Westi', 'Ciné France', 'Films Abel Gance', 'Isepa-Wengeroff Film', 'Pathé Consortium Cinéma', 'Société générale des films']",18061,24838,5436,274,50,71,58,187,210,788,1024,2438,1954,3816,10596,https://letterboxd.com/film/napoleon/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Unknown,1927,Tod Browning,"['Lon Chaney', 'Norman Kerry', 'Joan Crawford', 'Nick De Ruiz', 'John George', 'Frank Lanning', 'Tom Amandares', 'Margaret Bert', 'Louise Emmons', 'Italia Frandi', 'Venezia Frandi', 'Polly Moran', 'Julian Rivero', 'Billy Seay', 'Dorothy Seay', 'John St. Polis']",3.8,nan,"['Drama', 'Horror']",68,['USA'],No spoken language,['No spoken language'],['Metro-Goldwyn-Mayer'],15772,15227,4365,37,9,30,47,199,324,1528,2376,3661,1207,1039,10420,https://letterboxd.com/film/the-unknown/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Sunrise: A Song of Two Humans,1927,F. W. Murnau,"['George O’Brien', 'Janet Gaynor', 'Margaret Livingston', 'Bodil Rosing', 'J. Farrell MacDonald', 'Ralph Sipperly', 'Jane Winton', 'Arthur Housman', 'Eddie Boland', 'Herman Bing', 'Sidney Bracey', 'Gino Corrado', 'Vondell Darr', 'Sally Eilers', 'Gibson Gowland', 'Thomas Jefferson', 'Bob Kortman', 'F. W. Murnau', 'Barry Norton', 'Robert Parrish', 'Sally Phipps', 'Harry Semels', 'Phillips Smalley', 'Leo White', 'Clarence Wilson']",4.2,nan,"['Drama', 'Romance']",94,['USA'],No spoken language,['No spoken language'],['Fox Film Corporation'],78584,51686,23346,788,102,238,240,861,1252,4359,6042,12832,8930,13477,48333,https://letterboxd.com/film/sunrise-a-song-of-two-humans/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Jazz Singer,1927,Alan Crosland,"['Al Jolson', 'May McAvoy', 'Warner Oland', 'Eugenie Besserer', 'Otto Lederer', 'Robert Gordon', 'Richard Tucker', 'William Demarest', 'John Miljan', 'Roscoe Karns', 'Anders Randolf', 'Walter Rodgers', 'Will Walling', 'Ena Gregory', 'Yossele Rosenblatt', 'Nat Carr', 'Ernest Belcher', 'Neely Edwards', 'Audrey Ferris', 'Leon Holmes', 'Myrna Loy', 'Jane Arden', 'Ty Parvis', 'Fred Warren', 'Carolynne Snowden', 'Violet Bird', 'Joseph Green', 'Claire Delmar', 'Seymour Kupper', 'Mary Grace Larsen', 'Margaret Oliver', 'Marie Stapleton']",2.83,nan,"['Music', 'Drama']",89,['USA'],English,"['English', 'Spanish', 'Yiddish']","['Warner Bros. Pictures', 'Warner Bros.']",22330,12405,1601,6,452,693,719,1846,1794,2982,1430,1030,186,259,11391,https://letterboxd.com/film/the-jazz-singer/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
October (Ten Days that Shook the World),1927,"Sergei Eisenstein, Grigori Aleksandrov","['Vladimir Popov', 'Vasili Nikandrov', 'Layaschenko', 'Boris Livanov', 'Mikholyev', 'Chibisov', 'Nikolai Padvoisky', 'Smelsky', 'Eduard Tisse']",3.82,nan,['Drama'],115,['USSR'],No spoken language,['No spoken language'],['Sovkino'],18443,13587,3646,72,55,76,98,338,452,1389,1774,2884,1076,1594,9736,https://letterboxd.com/film/october-ten-days-that-shook-the-world/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Crowd,1928,King Vidor,"['Eleanor Boardman', 'James Murray', 'Bert Roach', 'Estelle Clark', 'Daniel G. Tomlinson', 'Dell Henderson', 'Lucy Beaumont', 'Freddie Burke Frederick', 'Alice Mildred Puter', 'John D. Bloss', 'Roy Bloss', 'Sidney Bracey', 'Johnny Downs', 'Sally Eilers', 'Joseph W. Girard', 'Pat Harmon', 'Chris-Pin Martin', 'Warner Richmond', 'Virginia Sale', 'Larry Steers']",4.09,nan,"['Romance', 'Drama']",98,['USA'],No spoken language,['No spoken language'],['Metro-Goldwyn-Mayer'],14365,15661,3828,71,14,20,29,140,196,783,1205,2692,1651,1870,8600,https://letterboxd.com/film/the-crowd/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
"Steamboat Bill, Jr.",1928,"Buster Keaton, Charles Reisner","['Buster Keaton', 'Ernest Torrence', 'Tom McGuire', 'Marion Byron', 'Tom Lewis', 'James T. Mack']",4,nan,"['Romance', 'Comedy']",70,['USA'],No spoken language,['No spoken language'],['Buster Keaton Productions'],35619,19056,9391,55,12,36,47,218,431,2201,4123,8024,3365,3028,21485,https://letterboxd.com/film/steamboat-bill-jr/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Passion of Joan of Arc,1928,Carl Theodor Dreyer,"['Maria Falconetti', 'Eugène Silvain', 'André Berley', 'Maurice Schutz', 'Antonin Artaud', 'Michel Simon', ""Jean d'Yd"", 'Louis Ravet', 'Armand Lurville', 'Jacques Arnna', 'Alexandre Mihalesco', 'Léon Larive', 'Jean Aymé', 'Gilbert Dacheux', 'Gilbert Dalleu', 'Paul Delauzac', 'Dimitri Dimitriev', 'Fournez-Goffard', 'Henri Gaultier', 'Paul Jorge', 'Marie Lacroix', 'Henri Maillard', 'Raymond Narlay']",4.43,nan,"['History', 'Drama']",82,['France'],No spoken language,['No spoken language'],['Société générale des films'],129176,75375,43082,2100,222,387,292,1068,1182,4515,6011,17736,15245,33277,79935,https://letterboxd.com/film/the-passion-of-joan-of-arc/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Docks of New York,1928,Josef von Sternberg,"['George Bancroft', 'Betty Compson', 'Olga Baclanova', 'Clyde Cook', 'Mitchell Lewis', 'Guy Oliver', 'May Foster', 'Lillian Worth', 'Gustav von Seyffertitz', 'Richard Alexander', 'George Irving', 'John Kelly', 'Charles McMurphy', 'Bob Reeves']",3.83,nan,"['Drama', 'Romance']",76,['USA'],No spoken language,['No spoken language'],['Paramount'],9326,10015,2180,25,9,22,38,138,225,756,1062,1655,723,605,5233,https://letterboxd.com/film/the-docks-of-new-york/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Storm Over Asia,1928,Vsevolod Pudovkin,"['Valéry Inkijinoff', 'I. Dedintsev', 'Aleksandr Chistyakov', 'Anel Sudakevich', 'Boris Barnet', 'Karl Gurnyak', 'Vladimir Tsoppi', 'L. Belinskaïa', 'Fyodor Ivanov']",3.52,nan,"['War', 'Drama', 'History']",127,['USSR'],No spoken language,['No spoken language'],['Mezhrabpomfilm'],2890,5262,372,1,5,20,34,80,130,370,380,378,117,72,1586,https://letterboxd.com/film/storm-over-asia/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Man with a Movie Camera,1929,Dziga Vertov,"['Mikhail Kaufman', 'Elizaveta Svilova']",4.27,3,['Documentary'],68,['USSR'],No spoken language,['No spoken language'],['VUFKU'],103890,47654,31373,870,187,371,305,965,1143,4208,5411,15186,9850,19367,56993,https://letterboxd.com/film/man-with-a-movie-camera/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Pandora's Box,1929,G.W. Pabst,"['Louise Brooks', 'Fritz Kortner', 'Francis Lederer', 'Carl Goetz', 'Krafft-Raschig', 'Alice Roberts', ""Daisy D'Ora"", 'Gustav Diessl', 'Michael von Newlinsky', 'Sig Arno', 'Karl Etlinger']",3.86,nan,"['Romance', 'Drama', 'Crime']",133,['Germany'],German,"['German', 'No spoken language']",['Nero-Film AG'],21963,22250,5217,107,26,66,94,297,488,1685,2158,3882,1682,1811,12189,https://letterboxd.com/film/pandoras-box/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Un Chien Andalou,1929,Luis Buñuel,"['Simone Mareuil', 'Pierre Batcheff', 'Luis Buñuel', 'Salvador Dalí', 'Robert Hommet', 'Marval', 'Fano Messan', 'Jaume Miravitlles']",3.87,4,['Horror'],21,['France'],No spoken language,['No spoken language'],['Billancourt Studios'],194294,44716,41917,302,549,927,743,2564,3261,13100,15110,29239,8917,15532,89942,https://letterboxd.com/film/un-chien-andalou/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Blackmail,1929,Alfred Hitchcock,"['Anny Ondra', 'Sara Allgood', 'Charles Paton', 'John Longden', 'Donald Calthrop', 'Cyril Ritchard', 'Hannah Jones', 'Harvey Braban', 'Ex-Det. Sergt. Bishop', 'Alfred Hitchcock']",3.4,nan,"['Thriller', 'Crime', 'Drama']",86,['UK'],English,['English'],['British International Pictures'],18799,12578,3000,7,19,45,99,500,1038,3585,3278,2173,402,314,11453,https://letterboxd.com/film/blackmail/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
A Throw of Dice,1929,Franz Osten,"['Seeta Devi', 'Charu Roy', 'Himansu Rai', 'Modhu Bose', 'Sarada Gupta', 'Tincory Chakrabarty', 'Lala Bijoykishen']",3.23,nan,"['Romance', 'Drama', 'Adventure']",74,"['Germany', 'India', 'UK']",No spoken language,['No spoken language'],"['UFA', 'BIF', 'Himansu Rai Film']",1816,3265,186,0,6,17,28,114,166,334,222,102,19,16,1024,https://letterboxd.com/film/a-throw-of-dice/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Blue Angel,1930,Josef von Sternberg,"['Emil Jannings', 'Marlene Dietrich', 'Kurt Gerron', 'Rosa Valetti', 'Hans Albers', 'Reinhold Bernt', 'Károly Huszár', 'Eduard von Winterstein', 'Hans Roth', 'Rolf Müller', 'Roland Varno', 'Carl Ballhaus', 'Robert Klein-Lörk', 'Wilhelm Diegelmann', 'Gerhard Bienert', 'Ilse Fürstenberg', 'Friedrich Hollaender', 'Wolfgang Staudte', 'Edith Kiel']",3.8,nan,['Drama'],108,['Germany'],German,['German'],['UFA'],26570,17147,5807,56,22,71,109,432,663,2312,3270,5073,1836,1619,15407,https://letterboxd.com/film/the-blue-angel/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Earth,1930,Oleksandr Dovzhenko,"['Stepan Shkurat', 'Semen Svashenko', 'Yuliya Solntseva', 'Yelena Maksimova', 'Mykola Nademskyi', 'Ivan Franko', 'Petro Masokha', 'Vladimir Mikhaylov', 'Pavlo Petryk', 'P. Umanets', 'Ye. Bondina', 'Luka Lyashenko', 'Vasyl Krasenko', 'M. Matsyutsia']",3.77,4,['Drama'],75,['USSR'],No spoken language,['No spoken language'],"['VUFKU', 'Kyivska Kinofabryka']",14132,13725,2972,63,30,75,85,303,424,1372,1468,2180,885,1114,7936,https://letterboxd.com/film/earth-1930/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
All Quiet on the Western Front,1930,Lewis Milestone,"['Louis Wolheim', 'Lew Ayres', 'John Wray', 'Arnold Lucy', 'Ben Alexander', 'Scott Kolk', 'Owen Davis Jr.', 'Walter Rogers', 'William Bakewell', 'Russell Gleason', 'Richard Alexander', 'Harold Goodwin', 'Slim Summerville', 'G. Pat Collins', 'Beryl Mercer', 'Edmund Breese', 'Ernie Adams', 'Marion Clayton Anderson', 'Poupée Andriot', 'Vince Barnett', 'Daisy Belmore', 'Glen Boles', 'Heinie Conklin', ""Yola d'Avril"", 'Renée Damonde', 'Arthur Gardner', 'Raymond Griffith', 'Ellen Hall', 'William Irving', 'Frederick Kohner', 'Frank Leichtfried', 'Tom London', 'Bertha Mann', 'Joan Marsh', 'Edwin Maxwell', 'Jack McHugh', 'Maurice Murphy', 'Robert Parrish', 'Bodil Rosing', 'Wolfgang Staudte', 'Jack Sutherland', 'David Tyrell', 'Dorothy Vernon', 'Fred Zinnemann']",4.13,nan,"['Drama', 'War']",133,['USA'],English,"['English', 'German', 'French', 'Latin']",['Universal Pictures'],66033,38085,15599,262,45,122,120,506,770,3521,5660,14126,7297,7273,39440,https://letterboxd.com/film/all-quiet-on-the-western-front/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
L'Âge d'Or,1930,Luis Buñuel,"['Gaston Modot', 'Lya Lys', 'Caridad de Laberdesque', 'Max Ernst', 'Josep Llorens Artigas', 'Lionel Salem', 'Germaine Noizet', 'Duchange', 'Bonaventura Ibáñez', 'Jean Aurenche', 'Jacques Brunius', 'Luis Buñuel', 'Jean Castanier', 'Juan Castañe', 'Pancho Cossío', 'Simone Cottance', 'Marie Berthe Ernst', 'Juan Esplandiu', 'Pedro Flores', 'Claude Heymann', 'Valentine Hugo', 'Jean-Paul Le Chanois', 'Marval', 'Juan Ramón Masoliver', 'Jaume Miravitlles', 'Manuel Ángeles Ortiz', 'Jaime Otero', 'Joaquin Peinado', 'Roland Penrose', 'Valentine Penrose', 'Domingo Pruña', 'Jacques Prévert', 'Pierre Prévert', 'Joaquín Roa', 'Raymond de Sarka', 'Paul Éluard']",3.64,4,"['Romance', 'Drama', 'Comedy']",63,['France'],French,['French'],['Vicomte de Noailles'],30468,19390,5837,46,120,245,258,754,967,3146,3436,4533,1452,1745,16656,https://letterboxd.com/film/lage-dor/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Little Caesar,1931,Mervyn LeRoy,"['Edward G. Robinson', 'Douglas Fairbanks Jr.', 'Glenda Farrell', 'William Collier Jr.', 'Sidney Blackmer', 'Ralph Ince', 'Thomas E. Jackson', 'Stanley Fields', 'Maurice Black', 'George E. Stone', 'Armand Kaliz', 'Nicholas Bela', 'Ernie Adams', 'Elmer Ballard', 'Ferike Boros', 'Kernan Cripps', 'George Daly', 'Adolph Faylauer', 'Ben Hendricks Jr.', 'Al Hill', 'Lucille La Verne', 'Gladys Lloyd', 'Noel Madison', 'Tom McGuire', 'Louis Natheaux', 'Henry Sedley', 'Gay Sheridan', 'Larry Steers', 'Landers Stevens', 'Mike Tellegen', 'Bob Walker']",3.52,nan,"['Drama', 'Crime']",79,['USA'],English,['English'],['First National Pictures'],18893,12290,3228,3,18,64,67,405,735,2793,3168,2624,467,486,10827,https://letterboxd.com/film/little-caesar/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
City Lights,1931,Charlie Chaplin,"['Charlie Chaplin', 'Virginia Cherrill', 'Harry Myers', 'Al Ernest Garcia', 'Hank Mann', 'Albert Austin', 'Eddie Baker', 'Henry Bergman', 'Buster Brodie', 'Jeanne Carpenter', 'Tom Dempsey', 'James Donnelly', 'Ray Erlenborn', 'Robert Graves', 'Charles Hammond', 'Joseph Herrick', 'Austen Jewell', 'Willie Keeler', 'Robert Parrish', 'John Rand', 'W.C. Robinson', 'Cy Slocum', 'Tony Stabenau', 'Mark Strong', 'Tiny Ward', 'Stanhope Wheatcroft', 'Florence Wix', 'Granville Redmond', 'Florence Lee']",4.34,nan,"['Drama', 'Comedy', 'Romance']",87,['USA'],English,"['English', 'No spoken language']","['Charles Chaplin Productions', 'United Artists']",185931,78246,55153,1800,129,244,229,961,1442,7152,11457,32314,20566,33855,108349,https://letterboxd.com/film/city-lights/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Dracula,1931,Tod Browning,"['Bela Lugosi', 'Helen Chandler', 'David Manners', 'Dwight Frye', 'Edward Van Sloan', 'Herbert Bunston', 'Frances Dade', 'Joan Standing', 'Charles K. Gerrard', 'Anna Bakacs', 'Bunny Beatty', 'Nicholas Bela', 'Daisy Belmore', 'William A. Boardway', 'Barbara Bozoky', 'Tod Browning', 'Moon Carroll', 'Geraldine Dvorak', 'John George', 'Anita Harder', 'Carla Laemmle', 'Wyndham Standing', 'Cornelia Thaw', 'Dorothy Tree', 'Josephine Velez', 'Michael Visaroff', 'Florence Wix']",3.54,nan,"['Horror', 'Fantasy', 'Drama']",74,['USA'],English,"['English', 'Hungarian', 'Latin']",['Universal Pictures'],135990,59174,33996,586,100,428,606,3484,5680,19377,18544,21907,5336,8979,84441,https://letterboxd.com/film/dracula/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Tabu,1931,F. W. Murnau,"['Matahi', 'Anne Chevalier', 'Bill Bambridge', 'Hitu', 'Jules']",3.87,nan,"['Adventure', 'Romance', 'Drama']",86,['USA'],No spoken language,['No spoken language'],"['Murnau-Flaherty Productions', 'Paramount']",13485,12508,2897,25,12,42,51,205,284,1094,1563,2392,1038,1049,7730,https://letterboxd.com/film/tabu-1931/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Le Million,1931,René Clair,"['René Lefèvre', 'Annabella', 'Jean-Louis Allibert', 'Paul Ollivier', 'Vanda Gréville', 'Constantin Siroesco', 'Raymond Cordy', 'Odette Talazac', 'Pedro Elviro', 'Jane Pierson', 'André Michaud', 'Eugène Stuber', 'Pierre Alcover', 'Armand Bernard']",3.69,nan,"['Comedy', 'Music']",83,['France'],French,['French'],['Société des films sonores Tobis'],5351,7698,1010,5,5,13,23,92,185,583,810,849,270,198,3028,https://letterboxd.com/film/le-million/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
The Public Enemy,1931,William A. Wellman,"['James Cagney', 'Jean Harlow', 'Edward Woods', 'Joan Blondell', 'Donald Cook', 'Leslie Fenton', 'Beryl Mercer', ""Robert Emmett O'Connor"", 'Murray Kinnell', 'Clark Burroughs', 'Mae Clarke', 'Frank Coghlan Jr.', 'George Daly', 'Frankie Darro', 'Snitz Edwards', 'Rita Flynn', 'Dorothy Gee', 'Douglas Gerrard', 'Dorothy Gray', 'Ben Hendricks Jr.', 'Robert Homans', 'Eddie Kane', 'Mia Marvin', 'Sam McDaniel', 'Helen Parrish', 'Lee Phelps', 'Russ Powell', 'Purnell Pratt', 'Nanci Price', 'Joe Sawyer', 'Landers Stevens', 'William H. Strauss', 'Charles Sullivan', 'Lucille Ward', 'Adele Watson']",3.71,nan,"['Drama', 'Crime']",83,['USA'],English,['English'],"['The Vitaphone Corporation', 'Warner Bros. Pictures']",32559,17419,6966,32,21,56,77,451,892,3614,4746,6148,1657,1480,19142,https://letterboxd.com/film/the-public-enemy/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
M,1931,Fritz Lang,"['Peter Lorre', 'Ellen Widmann', 'Inge Landgut', 'Otto Wernicke', 'Theodor Loos', 'Gustaf Gründgens', 'Friedrich Gnaß', 'Fritz Odemar', 'Paul Kemp', 'Theo Lingen', 'Rudolf Blümner', 'Georg John', 'Franz Stein', 'Ernst Stahl-Nachbaur', 'Gerhard Bienert', 'Karl Platen', 'Rosa Valetti', 'Hertha von Walther', 'Carl Ballhaus', 'Paul Mederow', 'Hadrian Maria Netto', 'Lucie Rhoden', 'Karl Hannemann']",4.32,3.5,"['Thriller', 'Drama', 'Crime']",111,['Germany'],German,['German'],['Nero-Film AG'],207118,88222,62848,1600,139,330,275,1283,1691,8150,13973,39980,27781,35587,129189,https://letterboxd.com/film/m/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
Limite,1931,Mário Peixoto,"['Olga Breno', 'Tatiana Rey', 'Raul Schnoor', 'Brutus Pedreira', 'Carmen Santos', 'Mário Peixoto', 'Edgar Brasil', 'Iolanda Bernardes']",3.79,nan,"['Adventure', 'Drama']",120,['Brazil'],Portuguese,"['Portuguese', 'No spoken language']",['Cinédia'],14357,15673,3685,152,74,110,87,267,310,992,1076,1921,997,1942,7776,https://letterboxd.com/film/limite/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
La Chienne,1931,Jean Renoir,"['Michel Simon', 'Janie Marèse', 'Georges Flamant', 'Magdeleine Bérubet', 'Roger Gaillard', 'Jean Gehret', 'Alexandre Rignault', 'Lucien Mancini', 'Marcel Courmes', 'Max Dalban', 'Henri Guisol', 'Romain Bouquet', 'Pierre Desty', 'Jane Pierson', 'Christian Argentin', 'Sylvain Itkine', 'Colette Borelli', 'Mlle Doryans', 'Agnès Capri', 'Adèle Legrand', 'Olga Nilza', 'Viviane Romance']",3.82,nan,"['Crime', 'Drama']",96,['France'],French,['French'],['Les Établissements Braunberger-Richebé'],8756,9660,1860,13,6,20,27,102,216,709,1244,1693,654,471,5142,https://letterboxd.com/film/la-chienne/,https://letterboxd.com/peterstanley/list/1001-movies-you-must-see-before-you-die/
